                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                0.59133,                0.47155,                0.97859,                 0.9541,                0.94822,                 0.9871,                0.87058,                0.51156,                0.33057,                0.86269,              0.0097188,              0.0097188,              0.0097188
                    144,                0.58805,                0.45618,                0.97361,                0.96092,                0.95165,                0.98888,                0.87353,                 0.5069,                0.32916,                0.85917,              0.0097169,              0.0097169,              0.0097169
                    145,                0.58127,                 0.4482,                0.98008,                0.97073,                0.94807,                 0.9905,                0.86865,                0.50079,                0.32264,                0.86267,              0.0097149,              0.0097149,              0.0097149
                    146,                0.57451,                0.47808,                0.98583,                0.95393,                0.95684,                0.98881,                0.87331,                0.50879,                0.34626,                0.85995,              0.0097129,              0.0097129,              0.0097129
                    147,                0.59785,                0.47207,                 1.0054,                0.98031,                0.91854,                0.98819,                0.87685,                0.49955,                0.32999,                0.86161,              0.0097109,              0.0097109,              0.0097109
                    148,                  0.575,                0.45571,                0.98223,                0.94334,                0.96816,                0.98688,                0.87642,                0.50296,                0.32912,                 0.8583,              0.0097089,              0.0097089,              0.0097089
                    149,                0.58173,                0.46469,                0.98829,                0.95953,                0.94597,                0.98755,                0.87937,                0.49503,                0.32873,                0.85268,               0.009707,               0.009707,               0.009707
                    150,                0.60266,                0.47664,                0.98546,                0.94515,                0.96538,                0.98831,                0.87738,                0.49804,                 0.3289,                0.85817,               0.009705,               0.009705,               0.009705
                    151,                0.57545,                0.45524,                0.98255,                0.94336,                0.97126,                0.98898,                0.87105,                0.50127,                0.33594,                0.85825,               0.009703,               0.009703,               0.009703
                    152,                 0.5805,                0.46919,                0.98556,                0.94675,                0.96362,                0.98946,                0.87905,                0.49799,                0.32733,                0.85886,               0.009701,               0.009701,               0.009701
                    153,                0.57265,                0.45505,                0.98489,                0.94355,                0.96918,                 0.9891,                0.87412,                0.50194,                 0.3218,                0.85773,               0.009699,               0.009699,               0.009699
                    154,                0.59423,                 0.4627,                0.99741,                 0.9618,                0.94682,                0.98897,                0.87174,                 0.5073,                0.32937,                0.86617,              0.0096971,              0.0096971,              0.0096971
                    155,                0.58031,                0.47098,                0.99094,                0.94509,                0.96057,                0.98816,                0.87565,                0.50523,                0.32398,                0.85745,              0.0096951,              0.0096951,              0.0096951
                    156,                0.58912,                0.45295,                0.98945,                0.96152,                0.94167,                0.98694,                0.87158,                0.49347,                0.32328,                0.85684,              0.0096931,              0.0096931,              0.0096931
                    157,                0.58259,                0.45767,                0.97937,                0.96923,                0.95433,                0.98977,                0.87101,                0.51075,                0.33415,                 0.8628,              0.0096911,              0.0096911,              0.0096911
                    158,                0.57469,                0.47184,                0.98625,                0.96971,                0.94206,                 0.9869,                0.87117,                0.50334,                0.32276,                 0.8561,              0.0096891,              0.0096891,              0.0096891
                    159,                0.59793,                0.45986,                0.99535,                 0.9469,                0.96295,                0.98869,                0.87581,                 0.5039,                0.31988,                0.85521,              0.0096872,              0.0096872,              0.0096872
                    160,                0.58864,                0.45832,                0.98883,                0.95764,                0.95304,                0.98834,                 0.8745,                0.50718,                0.32641,                0.85805,              0.0096852,              0.0096852,              0.0096852
                    161,                0.58399,                0.43662,                0.98514,                0.96561,                0.94252,                0.98775,                0.87963,                0.49071,                0.33214,                0.85396,              0.0096832,              0.0096832,              0.0096832
                    162,                0.58392,                0.44537,                0.98502,                0.97211,                0.93599,                0.98839,                0.87309,                0.49411,                 0.3309,                0.85222,              0.0096812,              0.0096812,              0.0096812
                    163,                0.57967,                0.44495,                0.98013,                0.95855,                0.95784,                0.98966,                0.86879,                0.49879,                0.32554,                0.85519,              0.0096792,              0.0096792,              0.0096792
                    164,                0.57169,                0.43781,                0.97793,                0.94113,                0.97262,                0.98924,                0.87383,                0.49761,                0.32699,                0.85635,              0.0096773,              0.0096773,              0.0096773
                    165,                0.59632,                0.46303,                0.99991,                 0.9602,                0.96278,                0.98972,                0.88136,                0.49442,                0.31117,                0.85611,              0.0096753,              0.0096753,              0.0096753
                    166,                0.57687,                0.43977,                0.98171,                0.96675,                0.93894,                0.98926,                0.87663,                0.48632,                0.33096,                0.84787,              0.0096733,              0.0096733,              0.0096733
                    167,                0.58187,                0.43734,                0.98301,                0.95002,                0.96571,                0.98928,                0.87891,                 0.4948,                0.32395,                0.85696,              0.0096713,              0.0096713,              0.0096713
                    168,                0.57793,                0.43745,                0.98221,                 0.9458,                0.97523,                0.98783,                0.87584,                0.50042,                0.31839,                0.85831,              0.0096693,              0.0096693,              0.0096693
                    169,                0.57901,                0.44562,                0.98355,                 0.9639,                0.94921,                0.98898,                0.87756,                0.49027,                0.32033,                0.84705,              0.0096674,              0.0096674,              0.0096674
                    170,                0.58761,                0.46231,                0.98785,                 0.9551,                0.94359,                0.98832,                0.87096,                0.50273,                0.32755,                0.85206,              0.0096654,              0.0096654,              0.0096654
                    171,                 0.5663,                0.44994,                0.97844,                0.94225,                0.96743,                0.98921,                0.87844,                0.49274,                0.32203,                0.85119,              0.0096634,              0.0096634,              0.0096634
                    172,                0.58637,                0.45376,                0.99445,                0.95158,                0.95928,                0.98991,                0.88008,                0.49254,                0.30875,                0.84951,              0.0096614,              0.0096614,              0.0096614
                    173,                 0.5589,                0.43304,                0.97851,                0.96705,                0.95529,                 0.9908,                0.87822,                0.49045,                0.31362,                 0.8548,              0.0096594,              0.0096594,              0.0096594
                    174,                0.58489,                0.44858,                0.98286,                0.97369,                0.95048,                0.99027,                0.87888,                 0.4907,                0.31592,                0.85495,              0.0096575,              0.0096575,              0.0096575
                    175,                 0.5769,                0.44442,                0.98706,                0.97289,                0.94378,                 0.9902,                0.87882,                0.49207,                 0.3132,                0.85269,              0.0096555,              0.0096555,              0.0096555
                    176,                0.60927,                0.44856,                0.99535,                0.94943,                0.96672,                0.98978,                0.87595,                0.49384,                0.31798,                0.85466,              0.0096535,              0.0096535,              0.0096535
                    177,                0.59419,                0.47928,                 0.9936,                0.97474,                0.94194,                0.98774,                0.87907,                0.48782,                0.31961,                0.84881,              0.0096515,              0.0096515,              0.0096515
                    178,                0.56639,                0.44705,                0.97383,                0.97298,                0.93824,                0.98906,                0.87501,                0.50424,                0.32578,                  0.856,              0.0096495,              0.0096495,              0.0096495
                    179,                0.56919,                0.43532,                0.97524,                0.97803,                0.93993,                0.98996,                0.88112,                0.48679,                0.31505,                0.84837,              0.0096476,              0.0096476,              0.0096476
                    180,                 0.5655,                 0.4452,                0.98546,                0.96978,                0.94667,                0.98844,                 0.8717,                0.51135,                0.34725,                0.85813,              0.0096456,              0.0096456,              0.0096456
                    181,                0.58811,                0.47187,                0.99651,                0.95582,                0.96088,                0.98896,                0.87445,                0.50003,                0.33802,                0.85933,              0.0096436,              0.0096436,              0.0096436
                    182,                0.57924,                0.44568,                 0.9873,                0.95527,                0.95401,                0.98794,                0.87594,                 0.4909,                0.32904,                0.85078,              0.0096416,              0.0096416,              0.0096416
                    183,                0.56293,                0.42943,                0.97326,                 0.9493,                0.95741,                0.98871,                0.88068,                0.48293,                0.31228,                0.84258,              0.0096396,              0.0096396,              0.0096396
                    184,                0.57058,                0.44197,                0.98255,                0.97289,                0.94041,                0.98959,                0.88067,                0.48681,                0.32568,                0.85224,              0.0096377,              0.0096377,              0.0096377
                    185,                0.55857,                0.43582,                0.97001,                0.97169,                0.95128,                0.99013,                0.88446,                0.48592,                0.33175,                0.84927,              0.0096357,              0.0096357,              0.0096357
                    186,                0.55792,                0.43889,                0.97126,                 0.9672,                0.95074,                0.99027,                 0.8877,                0.48484,                0.31559,                0.84666,              0.0096337,              0.0096337,              0.0096337
                    187,                0.56316,                0.44044,                0.97407,                0.94771,                0.96448,                0.98853,                0.87665,                0.48772,                0.31771,                0.84901,              0.0096317,              0.0096317,              0.0096317
                    188,                0.56346,                0.42134,                0.97793,                0.95771,                0.95575,                0.98948,                0.87932,                0.48549,                0.34416,                0.84174,              0.0096297,              0.0096297,              0.0096297
                    189,                0.57053,                0.42975,                0.97987,                0.96674,                0.95493,                0.99063,                0.88092,                0.49544,                0.32784,                0.84944,              0.0096278,              0.0096278,              0.0096278
                    190,                0.55914,                0.43121,                0.96903,                0.96229,                0.95888,                0.99027,                0.88138,                0.48283,                0.32739,                0.84831,              0.0096258,              0.0096258,              0.0096258
                    191,                0.57081,                0.42928,                0.97408,                0.96364,                0.95606,                0.98855,                 0.8801,                0.48221,                0.31766,                0.84934,              0.0096238,              0.0096238,              0.0096238
                    192,                0.54995,                0.42885,                0.97272,                0.96847,                0.95861,                0.99091,                0.88337,                0.49813,                0.31146,                0.85378,              0.0096218,              0.0096218,              0.0096218
                    193,                0.57612,                0.43552,                0.97551,                0.97147,                0.94584,                0.98981,                0.88296,                0.48708,                0.31048,                0.84394,              0.0096198,              0.0096198,              0.0096198
                    194,                0.56674,                0.43487,                0.97861,                0.96644,                0.94682,                0.98986,                0.88154,                0.48659,                0.31432,                0.84475,              0.0096179,              0.0096179,              0.0096179
                    195,                0.56367,                0.43637,                0.98312,                0.97415,                0.94668,                0.99032,                0.88527,                0.48215,                0.30382,                 0.8416,              0.0096159,              0.0096159,              0.0096159
                    196,                0.57308,                0.43994,                0.99359,                0.95889,                 0.9445,                0.98828,                0.88316,                0.48434,                0.30755,                0.84771,              0.0096139,              0.0096139,              0.0096139
                    197,                0.55966,                0.43333,                0.97433,                0.95734,                0.94917,                0.98913,                0.88169,                0.48576,                 0.3182,                0.84771,              0.0096119,              0.0096119,              0.0096119
                    198,                0.55865,                0.41713,                0.97597,                0.97135,                 0.9446,                0.98964,                0.88505,                0.48176,                0.31883,                0.84693,              0.0096099,              0.0096099,              0.0096099
                    199,                0.57483,                0.44007,                0.98873,                0.94824,                0.97215,                0.98918,                0.88305,                0.48691,                0.31926,                0.85016,               0.009608,               0.009608,               0.009608
                    200,                0.58143,                0.43346,                0.98101,                0.95601,                0.96677,                0.98926,                0.88313,                0.49272,                0.31389,                0.85466,               0.009606,               0.009606,               0.009606
                    201,                0.56357,                 0.4161,                0.97164,                0.94217,                0.95375,                0.98838,                0.88195,                0.48267,                0.32277,                0.84523,               0.009604,               0.009604,               0.009604
                    202,                0.54717,                0.41121,                0.97174,                0.95435,                0.96399,                0.98915,                0.87904,                0.48725,                0.31715,                0.84603,               0.009602,               0.009602,               0.009602
                    203,                0.55746,                0.42497,                0.98463,                0.96298,                0.96227,                0.99008,                 0.8874,                0.48051,                0.31862,                0.84461,                 0.0096,                 0.0096,                 0.0096
                    204,                0.53874,                 0.4246,                0.96616,                 0.9746,                 0.9366,                0.98946,                0.88704,                0.47915,                0.31092,                 0.8399,              0.0095981,              0.0095981,              0.0095981
                    205,                0.55465,                0.40688,                0.97329,                0.96628,                0.95253,                0.98839,                0.88528,                0.48621,                0.30972,                0.84607,              0.0095961,              0.0095961,              0.0095961
                    206,                0.57449,                0.43522,                0.98511,                 0.9346,                0.97578,                0.98879,                0.88315,                0.47663,                0.32501,                 0.8409,              0.0095941,              0.0095941,              0.0095941
                    207,                0.55972,                 0.4189,                0.97265,                0.96885,                0.95183,                0.98786,                0.87365,                0.48854,                0.32562,                0.85214,              0.0095921,              0.0095921,              0.0095921
                    208,                0.55569,                0.42428,                0.98439,                0.98093,                0.92018,                0.98638,                0.87978,                0.47955,                0.33075,                0.84927,              0.0095901,              0.0095901,              0.0095901
                    209,                0.56928,                0.43054,                0.97507,                0.97014,                0.92675,                0.98807,                0.88272,                0.47562,                0.31927,                0.84281,              0.0095882,              0.0095882,              0.0095882
                    210,                0.54911,                0.42513,                0.97223,                 0.9463,                0.96488,                0.98903,                0.88828,                 0.4754,                0.31154,                0.83872,              0.0095862,              0.0095862,              0.0095862
                    211,                0.55998,                0.43797,                0.97251,                0.95189,                0.96254,                0.98961,                0.88936,                0.48152,                0.30234,                0.83896,              0.0095842,              0.0095842,              0.0095842
                    212,                0.54865,                0.42899,                0.97149,                0.97279,                0.93927,                0.98872,                 0.8844,                0.47849,                 0.3139,                0.84521,              0.0095822,              0.0095822,              0.0095822
                    213,                0.53993,                0.41102,                0.96543,                 0.9517,                0.94177,                0.98637,                0.87802,                0.47827,                0.31549,                0.84167,              0.0095802,              0.0095802,              0.0095802
                    214,                0.55683,                0.41828,                0.98269,                0.95168,                0.94471,                0.98794,                 0.8843,                0.47775,                0.30167,                 0.8421,              0.0095783,              0.0095783,              0.0095783
                    215,                0.57087,                0.43914,                0.97582,                 0.9785,                0.93286,                0.98939,                0.88555,                0.47941,                 0.3111,                0.84017,              0.0095763,              0.0095763,              0.0095763
                    216,                0.55837,                0.43254,                0.96368,                 0.9517,                0.96266,                0.98889,                0.88532,                0.47962,                 0.3148,                0.84229,              0.0095743,              0.0095743,              0.0095743
                    217,                 0.5517,                0.42934,                0.97464,                 0.9528,                0.96557,                0.99023,                0.88597,                0.47735,                0.30133,                0.84808,              0.0095723,              0.0095723,              0.0095723
                    218,                 0.5405,                0.42785,                0.97107,                0.96853,                0.94553,                0.98939,                0.88836,                0.47274,                0.30549,                0.84337,              0.0095703,              0.0095703,              0.0095703
                    219,                0.54927,                 0.4244,                0.97776,                0.97353,                0.95073,                0.99032,                0.88069,                0.48418,                 0.3131,                0.85037,              0.0095684,              0.0095684,              0.0095684
                    220,                0.54081,                0.41179,                0.97053,                0.94914,                0.95212,                0.98868,                0.88755,                0.47687,                0.30413,                0.84291,              0.0095664,              0.0095664,              0.0095664
                    221,                0.55771,                0.43966,                0.97097,                0.96583,                0.93728,                0.98806,                0.87568,                0.48188,                0.32002,                 0.8445,              0.0095644,              0.0095644,              0.0095644
                    222,                0.55624,                0.44387,                0.97285,                0.97198,                0.93876,                0.98882,                0.88338,                0.48026,                0.31421,                0.84713,              0.0095624,              0.0095624,              0.0095624
                    223,                0.55502,                0.42746,                0.96543,                0.94318,                0.97152,                 0.9894,                 0.8881,                0.47045,                0.31343,                0.83908,              0.0095604,              0.0095604,              0.0095604
                    224,                 0.5572,                0.43504,                 0.9755,                0.94884,                0.96644,                0.98936,                0.88567,                0.47139,                0.30637,                0.83698,              0.0095585,              0.0095585,              0.0095585
                    225,                0.54131,                0.41592,                0.96717,                0.96174,                  0.963,                0.98998,                0.88909,                 0.4695,                0.29602,                0.84008,              0.0095565,              0.0095565,              0.0095565
                    226,                0.55095,                0.42257,                0.97107,                0.95959,                0.96702,                0.98973,                0.88633,                 0.4709,                0.29814,                0.83885,              0.0095545,              0.0095545,              0.0095545
                    227,                0.55566,                0.42371,                0.97334,                0.96417,                 0.9603,                0.99057,                0.88634,                0.47596,                0.31038,                0.84238,              0.0095525,              0.0095525,              0.0095525
                    228,                0.54087,                 0.4095,                0.96638,                0.96477,                 0.9504,                0.98952,                0.88718,                0.47752,                0.31739,                0.84416,              0.0095505,              0.0095505,              0.0095505
                    229,                0.53809,                0.41527,                0.96202,                0.97638,                0.93418,                0.98927,                0.88594,                0.47039,                0.29988,                0.84047,              0.0095486,              0.0095486,              0.0095486
                    230,                0.54377,                0.41248,                0.97444,                0.95257,                0.95575,                0.98944,                 0.8811,                0.47551,                  0.328,                0.84128,              0.0095466,              0.0095466,              0.0095466
                    231,                0.52479,                0.39537,                0.95605,                 0.9693,                0.95017,                0.98939,                0.88244,                0.47204,                0.30748,                0.84009,              0.0095446,              0.0095446,              0.0095446
                    232,                0.53277,                0.42264,                0.95843,                0.95574,                0.95471,                0.98766,                0.88652,                0.47812,                0.30833,                0.84125,              0.0095426,              0.0095426,              0.0095426
                    233,                0.55105,                0.40561,                0.96877,                0.97899,                0.93413,                0.98967,                0.88498,                0.47861,                0.31295,                 0.8422,              0.0095406,              0.0095406,              0.0095406
                    234,                0.55332,                0.42393,                 0.9657,                0.96683,                0.94689,                0.98895,                0.88665,                0.46987,                0.32833,                0.83759,              0.0095387,              0.0095387,              0.0095387
                    235,                0.55286,                0.41561,                0.97394,                0.95812,                0.96607,                0.99027,                0.88938,                0.47124,                0.31513,                0.83861,              0.0095367,              0.0095367,              0.0095367
                    236,                0.53527,                0.40498,                0.96489,                0.97246,                0.94933,                0.99027,                0.88579,                0.47735,                0.33423,                0.84609,              0.0095347,              0.0095347,              0.0095347
                    237,                0.54847,                0.40715,                0.95735,                0.95437,                 0.9732,                0.99028,                0.88823,                0.47262,                0.31297,                0.84215,              0.0095327,              0.0095327,              0.0095327
                    238,                0.54447,                0.41495,                0.96497,                 0.9439,                0.96602,                0.98973,                 0.8865,                0.47203,                0.32958,                0.84614,              0.0095307,              0.0095307,              0.0095307
                    239,                 0.5587,                 0.4278,                0.97103,                0.96344,                0.95347,                0.98948,                 0.8852,                0.47103,                0.32965,                0.84438,              0.0095288,              0.0095288,              0.0095288
                    240,                0.53416,                0.39874,                 0.9504,                0.96747,                 0.9408,                0.98917,                0.88723,                0.46782,                0.32012,                0.83856,              0.0095268,              0.0095268,              0.0095268
                    241,                0.53707,                0.41149,                0.96678,                0.97656,                0.94575,                0.99038,                0.88769,                0.46769,                 0.3324,                0.84005,              0.0095248,              0.0095248,              0.0095248
                    242,                0.54729,                0.40431,                0.96851,                 0.9581,                0.95676,                0.99027,                0.89299,                0.46336,                0.31663,                0.83694,              0.0095228,              0.0095228,              0.0095228
                    243,                0.55281,                0.41866,                0.97282,                0.93988,                0.97781,                0.99029,                0.88954,                0.46921,                0.31991,                0.83486,              0.0095208,              0.0095208,              0.0095208
                    244,                0.55405,                0.42161,                0.97054,                0.95068,                0.95938,                0.99025,                0.89172,                 0.4672,                0.31639,                0.83623,              0.0095189,              0.0095189,              0.0095189
                    245,                 0.5436,                0.41531,                0.96585,                0.95408,                0.96623,                0.99102,                0.89139,                0.47072,                0.30095,                0.83821,              0.0095169,              0.0095169,              0.0095169
                    246,                0.55302,                 0.4158,                0.97349,                0.96013,                0.95866,                0.98973,                0.88976,                0.46719,                 0.2997,                0.83872,              0.0095149,              0.0095149,              0.0095149
                    247,                0.54937,                0.41505,                0.97282,                0.95712,                0.96699,                   0.99,                0.88975,                0.45752,                0.30041,                0.83473,              0.0095129,              0.0095129,              0.0095129
                    248,                0.53769,                0.40407,                0.96302,                0.97315,                0.95435,                0.99031,                0.89059,                0.46147,                0.30088,                0.83652,              0.0095109,              0.0095109,              0.0095109
                    249,                0.54688,                0.40465,                0.96541,                0.96827,                0.95376,                0.98967,                0.89049,                0.46365,                0.30013,                0.83658,               0.009509,               0.009509,               0.009509
                    250,                 0.5445,                0.40618,                0.96664,                0.97407,                0.95064,                0.99093,                0.88982,                0.46542,                0.30682,                0.83515,               0.009507,               0.009507,               0.009507
                    251,                0.54407,                0.40463,                 0.9741,                0.97427,                0.95102,                0.99084,                0.89335,                0.45968,                0.30355,                0.82954,               0.009505,               0.009505,               0.009505
                    252,                0.54414,                0.41992,                0.97667,                0.95982,                0.95929,                0.99042,                0.89106,                0.46378,                0.30684,                0.83201,               0.009503,               0.009503,               0.009503
                    253,                0.53111,                0.41214,                0.96465,                0.96846,                0.95528,                0.98999,                 0.8954,                0.46027,                0.31291,                0.82951,               0.009501,               0.009501,               0.009501
                    254,                0.55658,                0.41798,                 0.9601,                0.97232,                0.95275,                0.99074,                0.88847,                0.46729,                0.30842,                0.83961,              0.0094991,              0.0094991,              0.0094991
                    255,                0.54063,                0.40849,                0.95923,                0.97349,                0.94828,                0.99026,                  0.887,                0.46611,                0.30299,                0.83682,              0.0094971,              0.0094971,              0.0094971
                    256,                0.53929,                0.41419,                0.96848,                0.97462,                0.94709,                0.98961,                0.88798,                 0.4631,                0.29776,                0.83542,              0.0094951,              0.0094951,              0.0094951
                    257,                0.54976,                0.41602,                0.96139,                0.96895,                0.94656,                0.98945,                0.88842,                0.46072,                0.30363,                0.83527,              0.0094931,              0.0094931,              0.0094931
                    258,                0.54467,                0.42584,                  0.971,                0.95595,                0.96567,                0.99065,                0.88999,                0.46276,                0.30205,                0.83252,              0.0094911,              0.0094911,              0.0094911
                    259,                0.54193,                0.39815,                0.96592,                0.94792,                0.97339,                0.99065,                0.88879,                0.45931,                0.30901,                0.83411,              0.0094892,              0.0094892,              0.0094892
                    260,                0.54417,                0.41244,                0.96903,                 0.9671,                0.94893,                0.98961,                0.89075,                0.46401,                0.30571,                0.83646,              0.0094872,              0.0094872,              0.0094872
                    261,                0.54455,                0.40036,                0.96149,                0.95396,                0.96088,                0.99012,                0.89302,                0.45941,                0.29514,                 0.8312,              0.0094852,              0.0094852,              0.0094852
                    262,                0.54811,                0.40416,                0.96567,                0.96201,                 0.9547,                0.99057,                0.89382,                0.46187,                0.29918,                0.83427,              0.0094832,              0.0094832,              0.0094832
                    263,                  0.543,                0.39922,                0.96832,                0.95248,                0.96791,                0.99159,                0.89453,                0.46138,                0.28579,                0.83507,              0.0094812,              0.0094812,              0.0094812
                    264,                0.53933,                0.40173,                0.96186,                0.97646,                0.94193,                0.99085,                0.89472,                0.46178,                0.29009,                0.83449,              0.0094793,              0.0094793,              0.0094793
                    265,                0.54777,                 0.4146,                0.97084,                0.95616,                0.96664,                0.99067,                0.89402,                0.46379,                0.29464,                0.83832,              0.0094773,              0.0094773,              0.0094773
                    266,                0.54571,                0.42062,                0.96806,                0.97455,                 0.9474,                0.99091,                0.89372,                0.46135,                0.30459,                0.83229,              0.0094753,              0.0094753,              0.0094753
                    267,                0.53933,                0.39286,                0.96606,                0.95138,                0.97135,                0.99066,                0.89565,                0.46609,                0.29958,                0.83559,              0.0094733,              0.0094733,              0.0094733
                    268,                0.54877,                0.41702,                0.96964,                0.97498,                0.94832,                0.99067,                0.89337,                0.46345,                0.29202,                0.83533,              0.0094713,              0.0094713,              0.0094713
                    269,                0.53836,                0.39488,                0.96269,                 0.9816,                0.93558,                0.99007,                0.89256,                0.45946,                0.28803,                0.83432,              0.0094694,              0.0094694,              0.0094694
                    270,                0.54288,                0.39179,                0.97099,                0.96173,                0.96353,                0.99061,                0.89443,                0.46273,                0.29615,                0.83559,              0.0094674,              0.0094674,              0.0094674
                    271,                0.54607,                0.40071,                0.96893,                0.97218,                0.95113,                0.99009,                0.89789,                0.46285,                0.29769,                0.83361,              0.0094654,              0.0094654,              0.0094654
                    272,                0.55105,                0.39573,                0.97394,                0.95702,                0.96653,                0.98991,                0.89793,                0.46055,                0.28583,                0.83464,              0.0094634,              0.0094634,              0.0094634
                    273,                0.53892,                0.38489,                0.97034,                0.97288,                0.95341,                0.99067,                0.89371,                0.46764,                0.29612,                0.84318,              0.0094614,              0.0094614,              0.0094614
                    274,                0.52142,                0.40299,                0.96728,                 0.9854,                0.92668,                0.98981,                0.89402,                0.46262,                0.30051,                0.83797,              0.0094595,              0.0094595,              0.0094595
                    275,                0.54671,                0.40968,                0.97196,                0.97588,                0.93134,                0.99007,                 0.8898,                0.46339,                0.29636,                0.83493,              0.0094575,              0.0094575,              0.0094575
                    276,                0.53745,                0.40022,                0.96729,                0.97767,                0.93766,                0.98973,                0.89382,                0.46399,                0.29695,                0.83488,              0.0094555,              0.0094555,              0.0094555
