                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    288,                0.53636,                0.39961,                 0.9564,                0.96736,                0.95086,                0.98984,                0.89125,                0.45516,                0.30948,                0.83283,              0.0094317,              0.0094317,              0.0094317
                    289,                0.53695,                0.39467,                0.97594,                  0.954,                0.96891,                0.99028,                0.89359,                0.45223,                0.29797,                0.82857,              0.0094298,              0.0094298,              0.0094298
                    290,                0.54133,                0.39731,                0.96639,                0.97769,                0.94039,                0.98994,                0.89239,                0.44922,                0.28826,                0.82573,              0.0094278,              0.0094278,              0.0094278
                    291,                0.53095,                0.39287,                0.95913,                0.97356,                0.95401,                0.99032,                0.89499,                0.45302,                0.29459,                0.83112,              0.0094258,              0.0094258,              0.0094258
                    292,                0.53203,                0.39293,                0.95761,                0.97305,                 0.9499,                0.99057,                0.89357,                0.45641,                0.29011,                0.83072,              0.0094238,              0.0094238,              0.0094238
                    293,                0.53256,                0.39717,                0.95702,                0.97704,                0.94845,                0.99091,                0.89549,                0.45457,                0.28681,                0.83065,              0.0094218,              0.0094218,              0.0094218
                    294,                0.51297,                0.38183,                0.95424,                0.95762,                0.96093,                0.99026,                0.89678,                0.45344,                0.29297,                0.82838,              0.0094199,              0.0094199,              0.0094199
                    295,                0.52251,                0.40628,                0.95796,                0.96277,                0.94608,                0.98969,                 0.8972,                0.45333,                0.29841,                0.82788,              0.0094179,              0.0094179,              0.0094179
                    296,                 0.5365,                0.39669,                0.96461,                0.96616,                0.96401,                0.99113,                0.89871,                0.45493,                0.29055,                0.82655,              0.0094159,              0.0094159,              0.0094159
                    297,                0.53398,                 0.3996,                0.97057,                0.97855,                0.94665,                0.99106,                0.89724,                0.45282,                 0.2849,                0.82632,              0.0094139,              0.0094139,              0.0094139
                    298,                0.53436,                0.38613,                0.96934,                0.97724,                0.94225,                0.99058,                0.89424,                0.45449,                 0.2812,                0.82947,              0.0094119,              0.0094119,              0.0094119
                    299,                0.53199,                0.39217,                0.96635,                0.97383,                0.94535,                0.99067,                0.89596,                0.45104,                0.27839,                0.82671,                0.00941,                0.00941,                0.00941
                    300,                0.53109,                0.38342,                0.97126,                0.97782,                0.94591,                0.99106,                0.89762,                0.45081,                0.27706,                0.82697,               0.009408,               0.009408,               0.009408
                    301,                0.52604,                0.38223,                0.96255,                0.96037,                0.96816,                0.99096,                0.89799,                0.45234,                0.27506,                0.82946,               0.009406,               0.009406,               0.009406
                    302,                0.53084,                 0.3738,                0.95533,                0.96346,                0.96295,                0.99024,                0.89678,                0.45321,                0.28095,                0.83025,               0.009404,               0.009404,               0.009404
                    303,                0.53076,                0.40089,                0.95996,                0.96225,                0.95569,                0.98984,                0.90058,                0.45797,                0.28629,                0.83059,               0.009402,               0.009402,               0.009402
                    304,                0.53274,                0.39668,                 0.9589,                0.95167,                0.96742,                0.98996,                0.89677,                0.45576,                0.28337,                0.82906,              0.0094001,              0.0094001,              0.0094001
                    305,                0.53424,                0.38659,                0.95508,                0.96209,                0.95569,                0.99001,                 0.8935,                0.45365,                0.28005,                0.82742,              0.0093981,              0.0093981,              0.0093981
                    306,                0.51572,                0.37453,                0.95503,                0.97079,                0.95194,                0.99055,                0.89386,                0.45606,                0.28166,                0.82982,              0.0093961,              0.0093961,              0.0093961
                    307,                0.53145,                0.38834,                0.96125,                0.96221,                0.96694,                0.99044,                 0.8952,                0.45619,                0.28036,                0.83329,              0.0093941,              0.0093941,              0.0093941
                    308,                0.52144,                0.38123,                0.96012,                0.97224,                0.95771,                0.99043,                0.89273,                0.45356,                0.28288,                0.83298,              0.0093921,              0.0093921,              0.0093921
                    309,                0.54154,                0.38753,                0.96694,                0.97051,                 0.9564,                0.98997,                0.89353,                0.45272,                0.28828,                0.83095,              0.0093902,              0.0093902,              0.0093902
                    310,                0.53935,                0.41186,                0.96075,                0.96457,                0.95401,                0.99024,                 0.8911,                0.45471,                0.30244,                0.83391,              0.0093882,              0.0093882,              0.0093882
                    311,                0.52477,                0.38416,                0.97047,                0.96409,                0.95878,                0.99095,                0.89583,                0.45765,                0.29583,                0.83642,              0.0093862,              0.0093862,              0.0093862
                    312,                0.53043,                0.38768,                0.95928,                 0.9677,                0.95423,                 0.9904,                0.89571,                0.45661,                0.29428,                0.83261,              0.0093842,              0.0093842,              0.0093842
                    313,                0.53265,                0.40201,                0.96506,                0.96022,                0.95997,                0.99035,                0.89578,                0.45873,                0.28796,                0.83356,              0.0093822,              0.0093822,              0.0093822
                    314,                0.52765,                 0.3793,                0.95954,                0.95875,                0.96426,                0.98965,                0.89296,                 0.4581,                0.28256,                0.83299,              0.0093803,              0.0093803,              0.0093803
                    315,                0.52147,                0.39225,                0.96437,                0.97022,                 0.9541,                0.99048,                 0.8935,                0.45869,                0.27947,                0.83406,              0.0093783,              0.0093783,              0.0093783
                    316,                0.52833,                0.39041,                0.96956,                0.95487,                0.97396,                0.99024,                0.89209,                0.46122,                0.29324,                0.83545,              0.0093763,              0.0093763,              0.0093763
                    317,                0.52254,                0.37803,                0.95515,                0.96167,                0.95905,                0.99035,                0.89321,                0.46188,                0.29056,                 0.8357,              0.0093743,              0.0093743,              0.0093743
                    318,                0.52901,                0.39786,                0.96375,                0.97977,                0.93561,                0.99035,                0.89458,                0.45807,                0.29278,                0.83502,              0.0093723,              0.0093723,              0.0093723
                    319,                 0.5228,                0.38477,                0.96242,                0.96248,                0.96104,                0.99069,                 0.8964,                0.45953,                0.28672,                0.83574,              0.0093704,              0.0093704,              0.0093704
                    320,                0.53886,                 0.3956,                0.96801,                0.94101,                 0.9815,                0.99064,                0.89552,                 0.4562,                0.28395,                0.83128,              0.0093684,              0.0093684,              0.0093684
                    321,                0.51608,                0.38966,                  0.955,                0.94318,                0.97662,                 0.9902,                0.89958,                0.45322,                0.28928,                0.82853,              0.0093664,              0.0093664,              0.0093664
                    322,                0.54296,                0.39354,                0.95761,                0.94521,                0.97141,                0.98996,                0.89836,                0.45085,                0.29354,                0.82765,              0.0093644,              0.0093644,              0.0093644
                    323,                0.52283,                0.38793,                0.95592,                0.94621,                0.97216,                0.99007,                0.89391,                0.45417,                0.27889,                0.82914,              0.0093624,              0.0093624,              0.0093624
                    324,                0.52602,                0.39012,                0.96319,                0.96264,                0.95733,                0.99032,                0.89245,                0.45355,                0.28012,                0.82911,              0.0093605,              0.0093605,              0.0093605
                    325,                0.53422,                0.39154,                0.96438,                0.95749,                0.96513,                0.98989,                 0.8946,                0.45194,                0.28707,                0.82588,              0.0093585,              0.0093585,              0.0093585
                    326,                0.52647,                0.39682,                0.96071,                0.97037,                0.94984,                0.99068,                0.89313,                0.45246,                0.28131,                0.82978,              0.0093565,              0.0093565,              0.0093565
                    327,                0.52165,                0.38867,                0.96011,                0.97322,                0.94964,                 0.9907,                0.89825,                0.44834,                0.29671,                0.82646,              0.0093545,              0.0093545,              0.0093545
                    328,                0.52078,                0.38098,                0.95589,                0.96096,                0.96378,                0.99078,                0.89882,                0.44774,                0.28938,                0.82776,              0.0093525,              0.0093525,              0.0093525
                    329,                0.52842,                 0.3879,                0.96128,                0.96155,                0.97132,                0.99162,                0.89942,                0.44916,                0.27516,                0.82911,              0.0093506,              0.0093506,              0.0093506
                    330,                0.51993,                0.38376,                0.95898,                 0.9634,                0.96842,                0.99143,                0.89957,                0.45116,                 0.2692,                 0.8292,              0.0093486,              0.0093486,              0.0093486
                    331,                0.53279,                0.39585,                0.96676,                0.96239,                 0.9669,                0.99081,                0.89631,                0.45312,                0.27842,                0.83006,              0.0093466,              0.0093466,              0.0093466
                    332,                0.54701,                0.38594,                 0.9621,                0.95333,                0.96997,                0.99097,                0.89706,                0.45034,                0.27777,                0.82634,              0.0093446,              0.0093446,              0.0093446
                    333,                0.54165,                0.39873,                 0.9603,                0.95358,                0.96998,                 0.9903,                0.89847,                0.44904,                0.27291,                0.82454,              0.0093426,              0.0093426,              0.0093426
                    334,                0.54097,                0.39874,                0.95699,                0.96325,                 0.9662,                0.99126,                0.89688,                0.45201,                0.27843,                0.82435,              0.0093407,              0.0093407,              0.0093407
                    335,                 0.5282,                0.38167,                0.96252,                0.95381,                 0.9657,                0.99023,                0.89575,                0.45314,                0.27875,                0.82471,              0.0093387,              0.0093387,              0.0093387
                    336,                0.53868,                0.39614,                0.96994,                0.96704,                0.95681,                0.99107,                 0.8957,                0.45109,                0.27555,                0.82605,              0.0093367,              0.0093367,              0.0093367
                    337,                0.52426,                0.39073,                0.95842,                0.97605,                0.94288,                0.99074,                0.89591,                 0.4502,                0.27029,                0.82608,              0.0093347,              0.0093347,              0.0093347
                    338,                0.52666,                0.38859,                0.95684,                0.96193,                0.96156,                0.99124,                0.89973,                0.44911,                0.26653,                0.82645,              0.0093327,              0.0093327,              0.0093327
                    339,                0.53863,                0.38338,                0.96476,                0.95199,                0.97662,                0.99123,                0.89665,                0.44718,                0.27387,                0.82765,              0.0093308,              0.0093308,              0.0093308
                    340,                0.52964,                0.38161,                 0.9547,                0.95917,                0.96726,                 0.9911,                0.89691,                0.44804,                0.27218,                0.82871,              0.0093288,              0.0093288,              0.0093288
                    341,                0.52567,                0.38763,                0.96087,                0.95497,                0.96995,                0.99119,                0.89874,                 0.4499,                0.27743,                0.82921,              0.0093268,              0.0093268,              0.0093268
                    342,                0.53422,                0.38638,                0.96031,                0.95123,                0.97382,                0.99096,                0.89633,                0.44953,                0.27529,                0.82639,              0.0093248,              0.0093248,              0.0093248
                    343,                0.52645,                0.38691,                 0.9663,                0.96136,                0.96458,                0.99118,                0.89676,                0.44987,                0.27942,                0.82504,              0.0093228,              0.0093228,              0.0093228
                    344,                0.51986,                0.38462,                0.95591,                 0.9535,                0.97032,                0.99076,                0.89757,                0.45076,                0.27799,                0.82406,              0.0093209,              0.0093209,              0.0093209
                    345,                0.51886,                0.39113,                0.96166,                0.95622,                  0.961,                0.99079,                0.89785,                0.44975,                0.28547,                0.82156,              0.0093189,              0.0093189,              0.0093189
                    346,                0.51879,                0.38028,                0.94348,                0.94611,                0.96611,                0.98983,                0.89694,                0.44794,                0.29352,                0.82055,              0.0093169,              0.0093169,              0.0093169
                    347,                0.51681,                0.38926,                 0.9628,                0.94365,                0.96833,                0.98994,                0.89556,                0.44871,                0.30421,                0.82515,              0.0093149,              0.0093149,              0.0093149
                    348,                0.50951,                0.37468,                0.95191,                0.93504,                0.98176,                0.99068,                0.89623,                0.44821,                0.28295,                0.82569,              0.0093129,              0.0093129,              0.0093129
                    349,                0.52649,                0.38126,                0.95575,                 0.9512,                0.96178,                0.99035,                0.89715,                0.44618,                0.27411,                0.82737,               0.009311,               0.009311,               0.009311
                    350,                0.53637,                0.39055,                0.95893,                 0.9391,                0.97434,                0.98987,                0.89706,                 0.4483,                 0.2791,                0.82807,               0.009309,               0.009309,               0.009309
                    351,                0.52313,                 0.3971,                0.95897,                0.94387,                0.96703,                0.98982,                0.89478,                0.44693,                0.28608,                0.82505,               0.009307,               0.009307,               0.009307
                    352,                0.53303,                0.38676,                0.95407,                0.96165,                0.94098,                0.98907,                0.89451,                 0.4485,                0.29027,                0.82734,               0.009305,               0.009305,               0.009305
                    353,                 0.5368,                0.39115,                0.95829,                0.95257,                0.94961,                 0.9876,                0.89112,                0.44913,                0.29405,                0.82889,               0.009303,               0.009303,               0.009303
                    354,                0.53188,                0.37835,                0.96337,                0.94424,                0.96149,                0.98639,                0.89168,                0.44811,                0.28822,                0.82842,              0.0093011,              0.0093011,              0.0093011
                    355,                0.51668,                0.36983,                0.95315,                0.95545,                0.94944,                0.98842,                0.89322,                0.44669,                0.27972,                0.82696,              0.0092991,              0.0092991,              0.0092991
                    356,                0.50715,                0.37042,                0.94792,                0.94512,                0.97636,                 0.9895,                0.89549,                0.44791,                 0.2786,                 0.8284,              0.0092971,              0.0092971,              0.0092971
                    357,                 0.5287,                0.39472,                0.95905,                0.94893,                0.96774,                0.98965,                0.89552,                0.44749,                0.27716,                0.82747,              0.0092951,              0.0092951,              0.0092951
                    358,                0.51164,                0.38738,                0.95469,                0.92951,                0.98138,                0.98947,                0.89828,                0.44449,                0.28113,                0.82457,              0.0092931,              0.0092931,              0.0092931
                    359,                0.51867,                0.37005,                0.96386,                 0.9409,                0.97893,                0.99037,                0.89943,                0.44487,                0.27749,                0.82498,              0.0092912,              0.0092912,              0.0092912
                    360,                0.52948,                0.38189,                 0.9596,                0.96293,                0.96641,                0.99085,                0.89976,                 0.4452,                 0.2738,                0.82647,              0.0092892,              0.0092892,              0.0092892
                    361,                0.54021,                0.38358,                0.97212,                0.96094,                 0.9634,                0.99083,                0.89856,                0.44428,                0.27343,                0.82549,              0.0092872,              0.0092872,              0.0092872
                    362,                0.52601,                0.38203,                0.96095,                0.95884,                0.96949,                0.99117,                0.90207,                0.44219,                0.26835,                0.82411,              0.0092852,              0.0092852,              0.0092852
                    363,                0.51455,                0.38116,                0.95471,                0.96529,                0.95444,                0.99076,                0.90165,                0.44265,                0.27032,                0.82284,              0.0092832,              0.0092832,              0.0092832
                    364,                0.51423,                0.37121,                0.94973,                0.94488,                0.96997,                0.99037,                0.90011,                0.44113,                0.27103,                0.82208,              0.0092813,              0.0092813,              0.0092813
                    365,                0.51441,                0.38917,                0.95499,                0.94645,                0.97295,                0.99055,                0.89857,                0.44197,                0.27814,                0.82198,              0.0092793,              0.0092793,              0.0092793
                    366,                0.51635,                0.38123,                  0.962,                0.94297,                0.97192,                0.99024,                 0.8967,                 0.4428,                0.27867,                0.82212,              0.0092773,              0.0092773,              0.0092773
                    367,                0.53017,                0.37551,                0.97031,                0.94633,                0.96668,                0.98968,                 0.9007,                0.44243,                0.27883,                 0.8222,              0.0092753,              0.0092753,              0.0092753
                    368,                0.51776,                0.37712,                0.95715,                0.94516,                0.96625,                0.98987,                0.89949,                0.44472,                0.27709,                0.82239,              0.0092733,              0.0092733,              0.0092733
                    369,                0.53316,                0.38312,                0.96448,                0.95837,                0.95204,                0.99002,                0.89986,                0.44374,                0.27609,                0.82273,              0.0092714,              0.0092714,              0.0092714
                    370,                0.53707,                0.38879,                0.96928,                0.96719,                 0.9472,                0.99035,                0.89694,                 0.4459,                0.27666,                0.82458,              0.0092694,              0.0092694,              0.0092694
                    371,                0.52093,                0.38573,                0.95593,                0.96018,                0.95619,                0.99007,                0.89776,                0.44561,                0.27357,                0.82497,              0.0092674,              0.0092674,              0.0092674
                    372,                0.53849,                0.40333,                0.96816,                0.96825,                0.95086,                0.99061,                0.89979,                0.44363,                0.27209,                0.82404,              0.0092654,              0.0092654,              0.0092654
                    373,                0.53053,                0.38684,                0.96697,                0.97386,                 0.9504,                0.99073,                0.89869,                0.43974,                0.26992,                0.82253,              0.0092634,              0.0092634,              0.0092634
                    374,                0.52392,                0.37425,                0.94863,                0.95762,                0.96501,                0.99088,                0.89774,                0.44053,                0.27311,                0.82266,              0.0092615,              0.0092615,              0.0092615
                    375,                0.51438,                0.38431,                0.95474,                0.96335,                0.96436,                 0.9908,                0.89856,                0.44362,                0.27074,                0.82545,              0.0092595,              0.0092595,              0.0092595
                    376,                0.53281,                0.38458,                0.96689,                0.96101,                0.96668,                0.99084,                0.89841,                0.44322,                0.26999,                0.82615,              0.0092575,              0.0092575,              0.0092575
                    377,                0.51042,                0.37215,                0.95159,                0.96902,                0.94845,                0.99086,                0.89888,                0.44087,                0.27615,                0.82521,              0.0092555,              0.0092555,              0.0092555
                    378,                0.51448,                0.37736,                0.95679,                0.95766,                 0.9627,                0.99085,                0.90368,                0.44017,                0.27677,                0.82508,              0.0092535,              0.0092535,              0.0092535
                    379,                 0.5189,                0.39188,                0.95887,                 0.9572,                0.96498,                0.99096,                0.90205,                0.44155,                 0.2672,                0.82567,              0.0092516,              0.0092516,              0.0092516
                    380,                0.52218,                 0.3946,                0.95867,                0.93896,                0.98498,                0.99148,                0.90109,                0.44003,                0.27266,                0.82477,              0.0092496,              0.0092496,              0.0092496
                    381,                0.52724,                0.39947,                0.96228,                0.94903,                0.97634,                0.99164,                0.89986,                0.43751,                 0.2824,                0.82328,              0.0092476,              0.0092476,              0.0092476
                    382,                0.52398,                0.38328,                0.95581,                0.95734,                0.96731,                0.99162,                0.89961,                0.43631,                0.27689,                0.82128,              0.0092456,              0.0092456,              0.0092456
                    383,                0.51206,                0.36535,                 0.9539,                0.95503,                0.96971,                0.99139,                0.90039,                0.43707,                 0.2823,                0.82031,              0.0092436,              0.0092436,              0.0092436
                    384,                0.52638,                0.38719,                0.95345,                0.95633,                0.95781,                0.99053,                0.89927,                0.43778,                0.28456,                0.82105,              0.0092417,              0.0092417,              0.0092417
                    385,                0.52827,                0.38609,                0.95931,                 0.9652,                0.95969,                0.99147,                0.90033,                0.43849,                0.27396,                0.82214,              0.0092397,              0.0092397,              0.0092397
                    386,                0.51131,                0.36652,                0.94982,                0.96397,                0.96547,                0.99151,                0.90268,                0.43763,                0.27015,                0.82193,              0.0092377,              0.0092377,              0.0092377
                    387,                 0.5124,                0.37691,                0.95407,                0.96379,                 0.9637,                0.99123,                0.90194,                0.43566,                0.26665,                0.81964,              0.0092357,              0.0092357,              0.0092357
                    388,                0.51685,                0.36467,                0.95679,                0.96336,                0.96295,                0.99104,                0.90411,                0.43533,                 0.2674,                0.81998,              0.0092337,              0.0092337,              0.0092337
                    389,                0.51877,                0.39002,                  0.954,                0.96382,                0.95939,                0.99117,                0.90316,                0.43691,                0.27271,                0.82131,              0.0092318,              0.0092318,              0.0092318
                    390,                0.50607,                0.39444,                0.95731,                0.95832,                 0.9627,                0.99083,                0.90135,                0.43619,                0.26726,                0.82104,              0.0092298,              0.0092298,              0.0092298
                    391,                0.50851,                0.37285,                0.95199,                0.95145,                0.96799,                0.99094,                 0.9048,                0.43331,                0.26687,                0.81998,              0.0092278,              0.0092278,              0.0092278
                    392,                0.51944,                0.37455,                0.95761,                0.94474,                 0.9742,                0.99051,                 0.9013,                0.43327,                 0.2657,                 0.8204,              0.0092258,              0.0092258,              0.0092258
                    393,                0.50773,                0.36782,                0.95443,                0.96959,                0.94735,                0.99065,                0.90051,                0.43497,                0.27291,                 0.8218,              0.0092238,              0.0092238,              0.0092238
                    394,                0.52787,                 0.3773,                0.96062,                0.94058,                0.97918,                0.99048,                0.90296,                0.43687,                0.27328,                0.82413,              0.0092219,              0.0092219,              0.0092219
                    395,                0.51327,                0.36727,                0.95214,                0.93146,                 0.9849,                0.99015,                0.90259,                 0.4396,                0.27403,                0.82512,              0.0092199,              0.0092199,              0.0092199
                    396,                0.52626,                0.37131,                0.96475,                0.94496,                0.96835,                0.99029,                 0.9006,                0.44054,                0.27104,                0.82439,              0.0092179,              0.0092179,              0.0092179
                    397,                0.51287,                0.37245,                0.95739,                 0.9431,                0.98027,                0.99016,                0.90102,                0.44027,                0.27135,                0.82294,              0.0092159,              0.0092159,              0.0092159
                    398,                0.51818,                0.36851,                0.96147,                0.94366,                 0.9784,                0.99083,                0.90328,                0.43959,                0.27603,                0.82325,              0.0092139,              0.0092139,              0.0092139
                    399,                0.52432,                0.38331,                0.95975,                0.94344,                0.97487,                 0.9907,                0.90413,                0.44016,                0.27124,                0.82358,               0.009212,               0.009212,               0.009212
                    400,                0.49339,                0.36045,                0.94691,                0.94984,                0.96886,                0.99086,                0.90197,                0.43772,                0.27146,                0.82191,                0.00921,                0.00921,                0.00921
                    401,                0.50549,                0.37168,                0.95491,                0.94095,                0.98086,                0.99084,                0.90684,                0.43723,                0.27527,                0.82064,               0.009208,               0.009208,               0.009208
                    402,                0.52498,                0.38102,                0.96133,                0.94883,                0.96984,                0.99078,                0.90658,                0.43933,                0.27311,                 0.8218,               0.009206,               0.009206,               0.009206
                    403,                0.52904,                0.37727,                0.95875,                 0.9501,                0.97075,                 0.9907,                 0.9047,                0.43901,                0.27144,                0.82141,               0.009204,               0.009204,               0.009204
                    404,                0.52577,                0.38061,                0.95667,                0.94756,                0.96983,                0.99077,                0.90472,                0.43782,                0.26945,                0.82082,              0.0092021,              0.0092021,              0.0092021
                    405,                0.52423,                0.37888,                0.95688,                0.95462,                0.96549,                0.99087,                0.90624,                0.43559,                0.26453,                0.81911,              0.0092001,              0.0092001,              0.0092001
                    406,                0.51519,                0.37541,                0.95543,                0.96711,                0.95123,                0.99092,                0.90643,                0.43414,                0.26251,                0.81931,              0.0091981,              0.0091981,              0.0091981
                    407,                0.53017,                0.37587,                0.95783,                0.94841,                0.97324,                0.99105,                0.90454,                0.43548,                0.25808,                0.82035,              0.0091961,              0.0091961,              0.0091961
                    408,                0.51084,                0.37607,                0.95865,                0.94879,                0.97371,                0.99099,                0.90113,                0.43713,                0.26453,                0.82092,              0.0091941,              0.0091941,              0.0091941
                    409,                0.51316,                0.37878,                0.95995,                 0.9387,                0.98393,                0.99108,                 0.9013,                0.43856,                0.25877,                 0.8212,              0.0091922,              0.0091922,              0.0091922
                    410,                 0.5207,                0.36913,                0.94703,                 0.9584,                0.96163,                 0.9905,                0.90126,                0.43958,                 0.2605,                 0.8219,              0.0091902,              0.0091902,              0.0091902
                    411,                0.51546,                0.37994,                0.95983,                0.96647,                0.95097,                0.99052,                0.90276,                0.43876,                0.26734,                0.82191,              0.0091882,              0.0091882,              0.0091882
                    412,                0.52129,                0.36796,                 0.9585,                0.97115,                0.95302,                0.99115,                0.90233,                0.43798,                0.26527,                0.82203,              0.0091862,              0.0091862,              0.0091862
                    413,                0.51697,                 0.3675,                0.95363,                0.97063,                0.95263,                0.99137,                0.90203,                0.43883,                0.26593,                0.82304,              0.0091842,              0.0091842,              0.0091842
                    414,                0.50985,                0.36288,                0.95298,                0.96898,                 0.9555,                0.99136,                0.90188,                0.44191,                0.26289,                0.82477,              0.0091823,              0.0091823,              0.0091823
                    415,                0.50743,                 0.3595,                0.95358,                0.96524,                0.96131,                0.99128,                 0.9031,                0.44063,                0.26677,                0.82465,              0.0091803,              0.0091803,              0.0091803
                    416,                0.50973,                0.36251,                0.95418,                0.95814,                0.96734,                 0.9912,                0.90246,                0.43923,                0.26668,                0.82323,              0.0091783,              0.0091783,              0.0091783
                    417,                0.50935,                0.36632,                0.95446,                0.97588,                0.94845,                0.99093,                0.90383,                0.43853,                0.26456,                0.82347,              0.0091763,              0.0091763,              0.0091763
                    418,                0.50584,                0.36487,                0.95358,                0.96685,                0.95269,                0.99069,                0.90083,                0.43934,                0.26564,                0.82402,              0.0091743,              0.0091743,              0.0091743
                    419,                0.50935,                0.36116,                0.95637,                0.96254,                0.95571,                0.99089,                0.90363,                0.43701,                0.26573,                0.82271,              0.0091724,              0.0091724,              0.0091724
                    420,                0.51409,                0.39335,                 0.9485,                0.95034,                0.97119,                0.99083,                0.90316,                0.43691,                  0.264,                0.82248,              0.0091704,              0.0091704,              0.0091704
                    421,                0.52615,                0.38236,                0.96133,                0.95712,                0.95936,                0.99078,                0.90191,                 0.4376,                0.26249,                0.82303,              0.0091684,              0.0091684,              0.0091684
